scenario,scenario_label,variable,region,year,anomaly
ssp126,SSP1-2.6 (low emissions),tas,Europe,2215,1.4097666867405219
ssp126,SSP1-2.6 (low emissions),tas,Europe,2216,1.6138699932044414
ssp126,SSP1-2.6 (low emissions),tas,Europe,2217,1.3614094530125338
ssp126,SSP1-2.6 (low emissions),tas,Europe,2218,1.9502196301072285
ssp126,SSP1-2.6 (low emissions),tas,Europe,2219,1.3749269441629324
ssp126,SSP1-2.6 (low emissions),tas,Europe,2220,1.6646868551115281
ssp126,SSP1-2.6 (low emissions),tas,Europe,2221,1.5309259593468982
ssp126,SSP1-2.6 (low emissions),tas,Europe,2222,1.5922876027453765
ssp126,SSP1-2.6 (low emissions),tas,Europe,2223,1.5577976395987436
ssp126,SSP1-2.6 (low emissions),tas,Europe,2224,1.782119605020962
ssp126,SSP1-2.6 (low emissions),tas,Europe,2225,1.468329740803981
ssp126,SSP1-2.6 (low emissions),tas,Europe,2226,1.5508085887760736
ssp126,SSP1-2.6 (low emissions),tas,Europe,2227,1.9658954940065645
ssp126,SSP1-2.6 (low emissions),tas,Europe,2228,2.001025038476629
ssp126,SSP1-2.6 (low emissions),tas,Europe,2229,1.2434361780345615
ssp126,SSP1-2.6 (low emissions),tas,Europe,2230,1.8984633886076725
ssp126,SSP1-2.6 (low emissions),tas,Europe,2231,2.1430575669464926
ssp126,SSP1-2.6 (low emissions),tas,Europe,2232,2.0339648863153377
ssp126,SSP1-2.6 (low emissions),tas,Europe,2233,2.4135257778672115
ssp126,SSP1-2.6 (low emissions),tas,Europe,2234,1.9105346126764042
ssp126,SSP1-2.6 (low emissions),tas,Europe,2235,1.9300104381375014
ssp126,SSP1-2.6 (low emissions),tas,Europe,2236,0.9337383690939529
ssp126,SSP1-2.6 (low emissions),tas,Europe,2237,1.6651314750329038
ssp126,SSP1-2.6 (low emissions),tas,Europe,2238,1.5800949963859598
ssp126,SSP1-2.6 (low emissions),tas,Europe,2239,2.0064701394897426
ssp126,SSP1-2.6 (low emissions),tas,Europe,2240,1.3319810802397332
ssp126,SSP1-2.6 (low emissions),tas,Europe,2241,1.1704508627959953
ssp126,SSP1-2.6 (low emissions),tas,Europe,2242,1.867751565882909
ssp126,SSP1-2.6 (low emissions),tas,Europe,2243,1.110568895798231
ssp126,SSP1-2.6 (low emissions),tas,Europe,2244,1.3074203545352379
ssp126,SSP1-2.6 (low emissions),tas,Europe,2245,1.0590319080454431
ssp126,SSP1-2.6 (low emissions),tas,Europe,2246,1.391304388018804
ssp126,SSP1-2.6 (low emissions),tas,Europe,2247,0.6339480836179203
ssp126,SSP1-2.6 (low emissions),tas,Europe,2248,0.643536831854146
ssp126,SSP1-2.6 (low emissions),tas,Europe,2249,1.9521950509810564
ssp126,SSP1-2.6 (low emissions),tas,Europe,2250,0.7974256168182154
ssp126,SSP1-2.6 (low emissions),tas,Europe,2251,1.272444741232619
ssp126,SSP1-2.6 (low emissions),tas,Europe,2252,1.6640268737624229
ssp126,SSP1-2.6 (low emissions),tas,Europe,2253,1.358466790144128
ssp126,SSP1-2.6 (low emissions),tas,Europe,2254,1.6855485324542705
ssp126,SSP1-2.6 (low emissions),tas,Europe,2255,1.538327710095631
ssp126,SSP1-2.6 (low emissions),tas,Europe,2256,1.711054044326186
ssp126,SSP1-2.6 (low emissions),tas,Europe,2257,0.8657547239910551
ssp126,SSP1-2.6 (low emissions),tas,Europe,2258,1.77684188022671
ssp126,SSP1-2.6 (low emissions),tas,Europe,2259,1.1117320240994386
ssp126,SSP1-2.6 (low emissions),tas,Europe,2260,1.6319936485499802
ssp126,SSP1-2.6 (low emissions),tas,Europe,2261,0.9385481942075181
ssp126,SSP1-2.6 (low emissions),tas,Europe,2262,1.8866046858231582
ssp126,SSP1-2.6 (low emissions),tas,Europe,2263,1.2435140734939403
ssp126,SSP1-2.6 (low emissions),tas,Europe,2264,1.5897182096348736
ssp126,SSP1-2.6 (low emissions),tas,Europe,2265,1.881202859411897
ssp126,SSP1-2.6 (low emissions),tas,Europe,2266,2.0052661782653365
ssp126,SSP1-2.6 (low emissions),tas,Europe,2267,1.6738161749932345
ssp126,SSP1-2.6 (low emissions),tas,Europe,2268,1.673506226652652
ssp126,SSP1-2.6 (low emissions),tas,Europe,2269,0.9606831796076741
ssp126,SSP1-2.6 (low emissions),tas,Europe,2270,1.192325761699212
ssp126,SSP1-2.6 (low emissions),tas,Europe,2271,1.150143557963128
ssp126,SSP1-2.6 (low emissions),tas,Europe,2272,1.3920381346733386
ssp126,SSP1-2.6 (low emissions),tas,Europe,2273,1.1806070532415753
ssp126,SSP1-2.6 (low emissions),tas,Europe,2274,1.5250612700421426
ssp126,SSP1-2.6 (low emissions),tas,Europe,2275,1.0405139734958986
ssp126,SSP1-2.6 (low emissions),tas,Europe,2276,1.294528827272421
ssp126,SSP1-2.6 (low emissions),tas,Europe,2277,1.7069228239166514
ssp126,SSP1-2.6 (low emissions),tas,Europe,2278,1.6249121761893692
ssp126,SSP1-2.6 (low emissions),tas,Europe,2279,0.9597046479407673
ssp126,SSP1-2.6 (low emissions),tas,Europe,2280,1.3859097859393077
ssp126,SSP1-2.6 (low emissions),tas,Europe,2281,1.9574269373733295
ssp126,SSP1-2.6 (low emissions),tas,Europe,2282,1.6249013844700952
ssp126,SSP1-2.6 (low emissions),tas,Europe,2283,2.1332456613668036
ssp126,SSP1-2.6 (low emissions),tas,Europe,2284,2.300514973498021
ssp126,SSP1-2.6 (low emissions),tas,Europe,2285,1.5407875634959667
ssp126,SSP1-2.6 (low emissions),tas,Europe,2286,1.1517545955639583
ssp126,SSP1-2.6 (low emissions),tas,Europe,2287,1.71648940361172
ssp126,SSP1-2.6 (low emissions),tas,Europe,2288,1.1925928648548958
ssp126,SSP1-2.6 (low emissions),tas,Europe,2289,1.2658922715882566
ssp126,SSP1-2.6 (low emissions),tas,Europe,2290,1.4563569865423611
ssp126,SSP1-2.6 (low emissions),tas,Europe,2291,1.144675024647085
ssp126,SSP1-2.6 (low emissions),tas,Europe,2292,1.5414263964056891
ssp126,SSP1-2.6 (low emissions),tas,Europe,2293,1.3336919303502404
ssp126,SSP1-2.6 (low emissions),tas,Europe,2294,1.7380144265929875
ssp126,SSP1-2.6 (low emissions),tas,Europe,2295,1.8350724097053255
ssp126,SSP1-2.6 (low emissions),tas,Europe,2296,1.5255790512375147
ssp126,SSP1-2.6 (low emissions),tas,Europe,2297,1.7135116255690097
ssp126,SSP1-2.6 (low emissions),tas,Europe,2298,0.9738658200931359
ssp126,SSP1-2.6 (low emissions),tas,Europe,2299,0.5898394865113317
ssp126,SSP1-2.6 (low emissions),tas,Europe,2300,1.6934611754783726
ssp126,SSP1-2.6 (low emissions),tas,Africa,2015,0.30198984398574885
ssp126,SSP1-2.6 (low emissions),tas,Africa,2016,0.24876887326130268
ssp126,SSP1-2.6 (low emissions),tas,Africa,2017,0.5189766428771088
ssp126,SSP1-2.6 (low emissions),tas,Africa,2018,0.5225837058927226
ssp126,SSP1-2.6 (low emissions),tas,Africa,2019,0.5925073373571628
ssp126,SSP1-2.6 (low emissions),tas,Africa,2020,0.5291849395247191
ssp126,SSP1-2.6 (low emissions),tas,Africa,2021,0.3001544523785436
ssp126,SSP1-2.6 (low emissions),tas,Africa,2022,0.2941475865320342
ssp126,SSP1-2.6 (low emissions),tas,Africa,2023,0.6954658690346801
ssp126,SSP1-2.6 (low emissions),tas,Africa,2024,0.8320206791833438
ssp126,SSP1-2.6 (low emissions),tas,Africa,2025,0.7438431801897463
ssp126,SSP1-2.6 (low emissions),tas,Africa,2026,0.8332125705535941
ssp126,SSP1-2.6 (low emissions),tas,Africa,2027,0.759248107171173
ssp126,SSP1-2.6 (low emissions),tas,Africa,2028,0.9170215834733618
ssp126,SSP1-2.6 (low emissions),tas,Africa,2029,0.8967187002840238
ssp126,SSP1-2.6 (low emissions),tas,Africa,2030,0.8783517892160008
ssp126,SSP1-2.6 (low emissions),tas,Africa,2031,1.0119299288233308
ssp126,SSP1-2.6 (low emissions),tas,Africa,2032,1.1252103153446193
ssp126,SSP1-2.6 (low emissions),tas,Africa,2033,1.0419275992460462
ssp126,SSP1-2.6 (low emissions),tas,Africa,2034,1.245910031548608
ssp126,SSP1-2.6 (low emissions),tas,Africa,2035,1.3807168652163204
ssp126,SSP1-2.6 (low emissions),tas,Africa,2036,1.2746148431084363
ssp126,SSP1-2.6 (low emissions),tas,Africa,2037,1.0319949950714629
ssp126,SSP1-2.6 (low emissions),tas,Africa,2038,1.1433889962618464
ssp126,SSP1-2.6 (low emissions),tas,Africa,2039,1.1231726581706984
ssp126,SSP1-2.6 (low emissions),tas,Africa,2040,1.0679628142112834
ssp126,SSP1-2.6 (low emissions),tas,Africa,2041,1.2636189923271346
ssp126,SSP1-2.6 (low emissions),tas,Africa,2042,1.353664282488338
ssp126,SSP1-2.6 (low emissions),tas,Africa,2043,1.2120815914386154
ssp126,SSP1-2.6 (low emissions),tas,Africa,2044,1.0858148554852125
ssp126,SSP1-2.6 (low emissions),tas,Africa,2045,1.3133027020338381
ssp126,SSP1-2.6 (low emissions),tas,Africa,2046,1.5628070613094325
ssp126,SSP1-2.6 (low emissions),tas,Africa,2047,1.409880778290698
ssp126,SSP1-2.6 (low emissions),tas,Africa,2048,1.184716068696268
ssp126,SSP1-2.6 (low emissions),tas,Africa,2049,1.1576876827135638
ssp126,SSP1-2.6 (low emissions),tas,Africa,2050,1.3290358272291296
ssp126,SSP1-2.6 (low emissions),tas,Africa,2051,0.922224109751677
ssp126,SSP1-2.6 (low emissions),tas,Africa,2052,1.168144251996163
ssp126,SSP1-2.6 (low emissions),tas,Africa,2053,1.5004154778742929
ssp126,SSP1-2.6 (low emissions),tas,Africa,2054,1.217898453358604
ssp126,SSP1-2.6 (low emissions),tas,Africa,2055,1.251545603494004
ssp126,SSP1-2.6 (low emissions),tas,Africa,2056,1.4377101292379844
ssp126,SSP1-2.6 (low emissions),tas,Africa,2057,1.1765453309657112
ssp126,SSP1-2.6 (low emissions),tas,Africa,2058,1.305003181351407
ssp126,SSP1-2.6 (low emissions),tas,Africa,2059,1.3273465939365492
ssp126,SSP1-2.6 (low emissions),tas,Africa,2060,1.612287270986494
ssp126,SSP1-2.6 (low emissions),tas,Africa,2061,1.5648796903886184
ssp126,SSP1-2.6 (low emissions),tas,Africa,2062,1.4979255864775802
ssp126,SSP1-2.6 (low emissions),tas,Africa,2063,1.6126385330065038
ssp126,SSP1-2.6 (low emissions),tas,Africa,2064,1.5416436556474995
ssp126,SSP1-2.6 (low emissions),tas,Africa,2065,1.327898975753186
ssp126,SSP1-2.6 (low emissions),tas,Africa,2066,1.64219081903228
ssp126,SSP1-2.6 (low emissions),tas,Africa,2067,1.5937459855329883
ssp126,SSP1-2.6 (low emissions),tas,Africa,2068,1.301304196521963
ssp126,SSP1-2.6 (low emissions),tas,Africa,2069,1.532890504687182
ssp126,SSP1-2.6 (low emissions),tas,Africa,2070,1.5533424689689073
ssp126,SSP1-2.6 (low emissions),tas,Africa,2071,1.5972394254969982
ssp126,SSP1-2.6 (low emissions),tas,Africa,2072,1.5304417075612395
ssp126,SSP1-2.6 (low emissions),tas,Africa,2073,1.499106871641663
ssp126,SSP1-2.6 (low emissions),tas,Africa,2074,1.5546367612915237
ssp126,SSP1-2.6 (low emissions),tas,Africa,2075,1.5453496760533028
ssp126,SSP1-2.6 (low emissions),tas,Africa,2076,1.3379652529846722
ssp126,SSP1-2.6 (low emissions),tas,Africa,2077,1.489901683229714
ssp126,SSP1-2.6 (low emissions),tas,Africa,2078,1.5912179228503274
ssp126,SSP1-2.6 (low emissions),tas,Africa,2079,1.699429138460357
ssp126,SSP1-2.6 (low emissions),tas,Africa,2080,1.6966239153275007
ssp126,SSP1-2.6 (low emissions),tas,Africa,2081,1.4036645738011881
ssp126,SSP1-2.6 (low emissions),tas,Africa,2082,1.5191063646305696
ssp126,SSP1-2.6 (low emissions),tas,Africa,2083,1.4065819773701735
ssp126,SSP1-2.6 (low emissions),tas,Africa,2084,1.5106091006308713
ssp126,SSP1-2.6 (low emissions),tas,Africa,2085,1.7342219790958995
ssp126,SSP1-2.6 (low emissions),tas,Africa,2086,1.9696824298774367
ssp126,SSP1-2.6 (low emissions),tas,Africa,2087,1.4983393187245313
ssp126,SSP1-2.6 (low emissions),tas,Africa,2088,0.9576992886522963
ssp126,SSP1-2.6 (low emissions),tas,Africa,2089,1.244916389750638
ssp126,SSP1-2.6 (low emissions),tas,Africa,2090,1.5616428067057195
ssp126,SSP1-2.6 (low emissions),tas,Africa,2091,1.5053352114315595
ssp126,SSP1-2.6 (low emissions),tas,Africa,2092,0.9753364972705572
ssp126,SSP1-2.6 (low emissions),tas,Africa,2093,1.3351354773192374
ssp126,SSP1-2.6 (low emissions),tas,Africa,2094,1.335069813955646
ssp126,SSP1-2.6 (low emissions),tas,Africa,2095,1.208368541281321
ssp126,SSP1-2.6 (low emissions),tas,Africa,2096,1.4753918697206378
ssp126,SSP1-2.6 (low emissions),tas,Africa,2097,1.3641853956088124
ssp126,SSP1-2.6 (low emissions),tas,Africa,2098,1.0948004701719498
ssp126,SSP1-2.6 (low emissions),tas,Africa,2099,1.3842073482312773
ssp126,SSP1-2.6 (low emissions),tas,Africa,2100,1.5200316227310111
ssp126,SSP1-2.6 (low emissions),tas,Africa,2101,1.5893086721339473
ssp126,SSP1-2.6 (low emissions),tas,Africa,2102,1.1545069157458028
ssp126,SSP1-2.6 (low emissions),tas,Africa,2103,1.2267868572328273
ssp126,SSP1-2.6 (low emissions),tas,Africa,2104,1.1053089031705685
ssp126,SSP1-2.6 (low emissions),tas,Africa,2105,1.1087768687852841
ssp126,SSP1-2.6 (low emissions),tas,Africa,2106,1.221774617533188
ssp126,SSP1-2.6 (low emissions),tas,Africa,2107,1.1860478226713909
ssp126,SSP1-2.6 (low emissions),tas,Africa,2108,1.1529725478747743
ssp126,SSP1-2.6 (low emissions),tas,Africa,2109,1.5883895378744457
ssp126,SSP1-2.6 (low emissions),tas,Africa,2110,1.0796580036525256
ssp126,SSP1-2.6 (low emissions),tas,Africa,2111,1.0481466647733648
ssp126,SSP1-2.6 (low emissions),tas,Africa,2112,0.9863823233803455
ssp126,SSP1-2.6 (low emissions),tas,Africa,2113,1.1220651080082469
ssp126,SSP1-2.6 (low emissions),tas,Africa,2114,1.6353225212682903
ssp126,SSP1-2.6 (low emissions),tas,Africa,2115,1.251902135674615
ssp126,SSP1-2.6 (low emissions),tas,Africa,2116,0.642529039096979
ssp126,SSP1-2.6 (low emissions),tas,Africa,2117,0.8567093273581634
ssp126,SSP1-2.6 (low emissions),tas,Africa,2118,1.0748350660450783
ssp126,SSP1-2.6 (low emissions),tas,Africa,2119,0.9957074413709156
ssp126,SSP1-2.6 (low emissions),tas,Africa,2120,1.1598718527187901
ssp126,SSP1-2.6 (low emissions),tas,Africa,2121,1.5600154430175888
ssp126,SSP1-2.6 (low emissions),tas,Africa,2122,1.32823230796572
ssp126,SSP1-2.6 (low emissions),tas,Africa,2123,0.9167991402480596
ssp126,SSP1-2.6 (low emissions),tas,Africa,2124,1.075161541422559
ssp126,SSP1-2.6 (low emissions),tas,Africa,2125,1.1393728581059668
ssp126,SSP1-2.6 (low emissions),tas,Africa,2126,1.49913925961417
ssp126,SSP1-2.6 (low emissions),tas,Africa,2127,1.1048987603779192
ssp126,SSP1-2.6 (low emissions),tas,Africa,2128,0.9498377782960283
ssp126,SSP1-2.6 (low emissions),tas,Africa,2129,1.0263841782434822
ssp126,SSP1-2.6 (low emissions),tas,Africa,2130,1.4992368365630768
ssp126,SSP1-2.6 (low emissions),tas,Africa,2131,1.0605237020433853
ssp126,SSP1-2.6 (low emissions),tas,Africa,2132,1.0832515569678973
ssp126,SSP1-2.6 (low emissions),tas,Africa,2133,0.8119087048984509
ssp126,SSP1-2.6 (low emissions),tas,Africa,2134,0.9196741848401212
ssp126,SSP1-2.6 (low emissions),tas,Africa,2135,1.2824401806572037
ssp126,SSP1-2.6 (low emissions),tas,Africa,2136,1.1505070848631695
ssp126,SSP1-2.6 (low emissions),tas,Africa,2137,0.9702852349480312
ssp126,SSP1-2.6 (low emissions),tas,Africa,2138,1.0406578481678095
ssp126,SSP1-2.6 (low emissions),tas,Africa,2139,0.976743667547486
ssp126,SSP1-2.6 (low emissions),tas,Africa,2140,1.0455619635573035
ssp126,SSP1-2.6 (low emissions),tas,Africa,2141,1.028788167765659
ssp126,SSP1-2.6 (low emissions),tas,Africa,2142,0.8287739543070043
ssp126,SSP1-2.6 (low emissions),tas,Africa,2143,1.0261390773219612
ssp126,SSP1-2.6 (low emissions),tas,Africa,2144,1.1368374658914913
ssp126,SSP1-2.6 (low emissions),tas,Africa,2145,0.8069729424036808
ssp126,SSP1-2.6 (low emissions),tas,Africa,2146,0.9269639272081746
ssp126,SSP1-2.6 (low emissions),tas,Africa,2147,1.016391637290015
ssp126,SSP1-2.6 (low emissions),tas,Africa,2148,1.1015205923353721
ssp126,SSP1-2.6 (low emissions),tas,Africa,2149,0.7446994891094285
ssp126,SSP1-2.6 (low emissions),tas,Africa,2150,1.0742586111281331
ssp126,SSP1-2.6 (low emissions),tas,Africa,2151,1.0039408288945888
ssp126,SSP1-2.6 (low emissions),tas,Africa,2152,1.222913713509652
ssp126,SSP1-2.6 (low emissions),tas,Africa,2153,1.0082903907104115
ssp126,SSP1-2.6 (low emissions),tas,Africa,2154,0.8387463035737407
ssp126,SSP1-2.6 (low emissions),tas,Africa,2155,0.9859309914676564
ssp126,SSP1-2.6 (low emissions),tas,Africa,2156,0.9688935732681467
ssp126,SSP1-2.6 (low emissions),tas,Africa,2157,0.6965141567620525
ssp126,SSP1-2.6 (low emissions),tas,Africa,2158,0.9122498049120102
ssp126,SSP1-2.6 (low emissions),tas,Africa,2159,1.0321832943192912
ssp126,SSP1-2.6 (low emissions),tas,Africa,2160,1.2249692506175338
ssp126,SSP1-2.6 (low emissions),tas,Africa,2161,0.9963209053806985
ssp126,SSP1-2.6 (low emissions),tas,Africa,2162,0.8018427100575564
ssp126,SSP1-2.6 (low emissions),tas,Africa,2163,0.7472736386504865
ssp126,SSP1-2.6 (low emissions),tas,Africa,2164,1.1178145348646893
ssp126,SSP1-2.6 (low emissions),tas,Africa,2165,0.9756361951080096
ssp126,SSP1-2.6 (low emissions),tas,Africa,2166,1.1269854548872071
ssp126,SSP1-2.6 (low emissions),tas,Africa,2167,1.4158744548725748
ssp126,SSP1-2.6 (low emissions),tas,Africa,2168,0.6354141163124154
ssp126,SSP1-2.6 (low emissions),tas,Africa,2169,0.7364144441315998
ssp126,SSP1-2.6 (low emissions),tas,Africa,2170,0.8702468912970408
ssp126,SSP1-2.6 (low emissions),tas,Africa,2171,0.7580122266910868
ssp126,SSP1-2.6 (low emissions),tas,Africa,2172,0.5939297429654535
ssp126,SSP1-2.6 (low emissions),tas,Africa,2173,0.6782201229307474
ssp126,SSP1-2.6 (low emissions),tas,Africa,2174,1.0108933557857376
ssp126,SSP1-2.6 (low emissions),tas,Africa,2175,0.9846538825157548
ssp126,SSP1-2.6 (low emissions),tas,Africa,2176,0.5122575585547827
ssp126,SSP1-2.6 (low emissions),tas,Africa,2177,0.7447502553897609
ssp126,SSP1-2.6 (low emissions),tas,Africa,2178,0.7061392644794263
ssp126,SSP1-2.6 (low emissions),tas,Africa,2179,0.5510574610365166
ssp126,SSP1-2.6 (low emissions),tas,Africa,2180,0.9307811419734314
ssp126,SSP1-2.6 (low emissions),tas,Africa,2181,1.0293994406135074
ssp126,SSP1-2.6 (low emissions),tas,Africa,2182,0.9802796372436386
ssp126,SSP1-2.6 (low emissions),tas,Africa,2183,0.8242556128702523
ssp126,SSP1-2.6 (low emissions),tas,Africa,2184,0.9441878825081406
ssp126,SSP1-2.6 (low emissions),tas,Africa,2185,0.7553973475944705
ssp126,SSP1-2.6 (low emissions),tas,Africa,2186,0.7339314476233081
ssp126,SSP1-2.6 (low emissions),tas,Africa,2187,0.9613446979441129
ssp126,SSP1-2.6 (low emissions),tas,Africa,2188,1.0696356057252943
ssp126,SSP1-2.6 (low emissions),tas,Africa,2189,1.0202297563065355
ssp126,SSP1-2.6 (low emissions),tas,Africa,2190,0.6228712176660282
ssp126,SSP1-2.6 (low emissions),tas,Africa,2191,0.7023494878684393
ssp126,SSP1-2.6 (low emissions),tas,Africa,2192,0.8191645601622237
ssp126,SSP1-2.6 (low emissions),tas,Africa,2193,1.0227859492891234
ssp126,SSP1-2.6 (low emissions),tas,Africa,2194,0.8932906200609265
ssp126,SSP1-2.6 (low emissions),tas,Africa,2195,1.034622804541767
ssp126,SSP1-2.6 (low emissions),tas,Africa,2196,0.7612718287483426
ssp126,SSP1-2.6 (low emissions),tas,Africa,2197,0.8347747387884562
ssp126,SSP1-2.6 (low emissions),tas,Africa,2198,0.7487352242633167
ssp126,SSP1-2.6 (low emissions),tas,Africa,2199,0.7904375053810442
ssp126,SSP1-2.6 (low emissions),tas,Africa,2200,0.6284841980092419
ssp126,SSP1-2.6 (low emissions),tas,Africa,2201,0.7732253996754456
ssp126,SSP1-2.6 (low emissions),tas,Africa,2202,1.2113509438961767
ssp126,SSP1-2.6 (low emissions),tas,Africa,2203,1.0139458327973145
ssp126,SSP1-2.6 (low emissions),tas,Africa,2204,0.6962941693508413
ssp126,SSP1-2.6 (low emissions),tas,Africa,2205,0.5990224104184461
ssp126,SSP1-2.6 (low emissions),tas,Africa,2206,0.972153235934799
ssp126,SSP1-2.6 (low emissions),tas,Africa,2207,1.0521101364127678
ssp126,SSP1-2.6 (low emissions),tas,Africa,2208,0.888890971698345
ssp126,SSP1-2.6 (low emissions),tas,Africa,2209,0.7200578988029599
ssp126,SSP1-2.6 (low emissions),tas,Africa,2210,0.9422574474929959
ssp126,SSP1-2.6 (low emissions),tas,Africa,2211,0.8505132487991888
ssp126,SSP1-2.6 (low emissions),tas,Africa,2212,0.7301228078811423
ssp126,SSP1-2.6 (low emissions),tas,Africa,2213,0.5534859901301038
ssp126,SSP1-2.6 (low emissions),tas,Africa,2214,0.8368897838410905
ssp126,SSP1-2.6 (low emissions),tas,Africa,2215,0.991329254564599
ssp126,SSP1-2.6 (low emissions),tas,Africa,2216,0.9187461577392148
ssp126,SSP1-2.6 (low emissions),tas,Africa,2217,0.8324075569975454
ssp126,SSP1-2.6 (low emissions),tas,Africa,2218,0.7924580607764902
ssp126,SSP1-2.6 (low emissions),tas,Africa,2219,0.364288726978006
ssp126,SSP1-2.6 (low emissions),tas,Africa,2220,0.6494964688458075
ssp126,SSP1-2.6 (low emissions),tas,Africa,2221,0.9198952863582796
ssp126,SSP1-2.6 (low emissions),tas,Africa,2222,1.1166022208456252
ssp126,SSP1-2.6 (low emissions),tas,Africa,2223,0.9486917562531573
ssp126,SSP1-2.6 (low emissions),tas,Africa,2224,0.6065488365320187
ssp126,SSP1-2.6 (low emissions),tas,Africa,2225,0.853475502440315
ssp126,SSP1-2.6 (low emissions),tas,Africa,2226,0.7071987681926567
ssp126,SSP1-2.6 (low emissions),tas,Africa,2227,0.5869718470613489
ssp126,SSP1-2.6 (low emissions),tas,Africa,2228,0.6290900832295789
ssp126,SSP1-2.6 (low emissions),tas,Africa,2229,0.6411018638079548
ssp126,SSP1-2.6 (low emissions),tas,Africa,2230,0.7641036740075342
ssp126,SSP1-2.6 (low emissions),tas,Africa,2231,0.6971196330177654
ssp126,SSP1-2.6 (low emissions),tas,Africa,2232,0.9553418763799764
ssp126,SSP1-2.6 (low emissions),tas,Africa,2233,0.8716962513461534
ssp126,SSP1-2.6 (low emissions),tas,Africa,2234,0.9049170483653354
ssp126,SSP1-2.6 (low emissions),tas,Africa,2235,0.7222323640085295
ssp126,SSP1-2.6 (low emissions),tas,Africa,2236,0.9558839398520639
ssp126,SSP1-2.6 (low emissions),tas,Africa,2237,0.7425618913549386
ssp126,SSP1-2.6 (low emissions),tas,Africa,2238,0.7871243023809792
ssp126,SSP1-2.6 (low emissions),tas,Africa,2239,0.7038495147399193
ssp126,SSP1-2.6 (low emissions),tas,Africa,2240,0.8163283086326966
ssp126,SSP1-2.6 (low emissions),tas,Africa,2241,0.827223288218439
ssp126,SSP1-2.6 (low emissions),tas,Africa,2242,0.5938469771140515
ssp126,SSP1-2.6 (low emissions),tas,Africa,2243,0.8363667450837959
ssp126,SSP1-2.6 (low emissions),tas,Africa,2244,0.9511459159758404
ssp126,SSP1-2.6 (low emissions),tas,Africa,2245,0.7529172572913196
ssp126,SSP1-2.6 (low emissions),tas,Africa,2246,0.8117995505588703
ssp126,SSP1-2.6 (low emissions),tas,Africa,2247,0.67946247069414
ssp126,SSP1-2.6 (low emissions),tas,Africa,2248,0.9727908723237759
ssp126,SSP1-2.6 (low emissions),tas,Africa,2249,0.8370995928797917
ssp126,SSP1-2.6 (low emissions),tas,Africa,2250,0.8857170193349407
ssp126,SSP1-2.6 (low emissions),tas,Africa,2251,0.5512934515037567
ssp126,SSP1-2.6 (low emissions),tas,Africa,2252,0.6806137161304763
ssp126,SSP1-2.6 (low emissions),tas,Africa,2253,0.664117268455459
ssp126,SSP1-2.6 (low emissions),tas,Africa,2254,0.5626649642832166
ssp126,SSP1-2.6 (low emissions),tas,Africa,2255,0.348761898231229
ssp126,SSP1-2.6 (low emissions),tas,Africa,2256,0.49909609504218705
ssp126,SSP1-2.6 (low emissions),tas,Africa,2257,0.7603490739390578
ssp126,SSP1-2.6 (low emissions),tas,Africa,2258,0.8178879653586777
ssp126,SSP1-2.6 (low emissions),tas,Africa,2259,0.7042090009278079
ssp126,SSP1-2.6 (low emissions),tas,Africa,2260,0.7991231011618148
ssp126,SSP1-2.6 (low emissions),tas,Africa,2261,0.6054252746233736
ssp126,SSP1-2.6 (low emissions),tas,Africa,2262,0.679298481607156
ssp126,SSP1-2.6 (low emissions),tas,Africa,2263,1.0450391250732003
ssp126,SSP1-2.6 (low emissions),tas,Africa,2264,0.6693601914613762
ssp126,SSP1-2.6 (low emissions),tas,Africa,2265,0.8828000100092466
ssp126,SSP1-2.6 (low emissions),tas,Africa,2266,0.825482575438144
ssp126,SSP1-2.6 (low emissions),tas,Africa,2267,0.7126967677391278
ssp126,SSP1-2.6 (low emissions),tas,Africa,2268,0.787564946837573
ssp126,SSP1-2.6 (low emissions),tas,Africa,2269,0.6221984043688317
ssp126,SSP1-2.6 (low emissions),tas,Africa,2270,0.7678710933020526
ssp126,SSP1-2.6 (low emissions),tas,Africa,2271,0.5756577556751384
ssp126,SSP1-2.6 (low emissions),tas,Africa,2272,0.8375221691570852
ssp126,SSP1-2.6 (low emissions),tas,Africa,2273,0.9124026347823084
ssp126,SSP1-2.6 (low emissions),tas,Africa,2274,0.4346908227377219
ssp126,SSP1-2.6 (low emissions),tas,Africa,2275,0.32023322920138064
ssp126,SSP1-2.6 (low emissions),tas,Africa,2276,0.4902120639685296
ssp126,SSP1-2.6 (low emissions),tas,Africa,2277,0.6508238333406401
ssp126,SSP1-2.6 (low emissions),tas,Africa,2278,0.6486862512951149
ssp126,SSP1-2.6 (low emissions),tas,Africa,2279,0.689349270318586
ssp126,SSP1-2.6 (low emissions),tas,Africa,2280,0.8184642914474614
ssp126,SSP1-2.6 (low emissions),tas,Africa,2281,0.7816298476056951
ssp126,SSP1-2.6 (low emissions),tas,Africa,2282,0.7567396973137471
ssp126,SSP1-2.6 (low emissions),tas,Africa,2283,0.671617501697093
ssp126,SSP1-2.6 (low emissions),tas,Africa,2284,0.7433926959922672
ssp126,SSP1-2.6 (low emissions),tas,Africa,2285,0.8379571617802213
ssp126,SSP1-2.6 (low emissions),tas,Africa,2286,0.9187623535172652
ssp126,SSP1-2.6 (low emissions),tas,Africa,2287,0.5771639481725559
ssp126,SSP1-2.6 (low emissions),tas,Africa,2288,0.549360757753405
